0,0.048766,0.20831,0.34798,0.295,0.093317,0.0066225,0,0,0
0,0.032669,0.22629,0.37291,0.31554,0.051793,0.00079681,0,0,0
0,0.034483,0.2069,0.3399,0.40887,0.0098522,0,0,0,0
0,0.030648,0.18564,0.32137,0.38091,0.079685,0.0017513,0,0,0
0,0.045285,0.1886,0.317,0.33351,0.10602,0.0095898,0,0,0
0,0.039363,0.20687,0.33585,0.35595,0.061139,0.00083752,0,0,0
0,0.047306,0.21288,0.36794,0.34954,0.021025,0.0013141,0,0,0
0,0.036101,0.22671,0.40144,0.2657,0.069314,0.00072202,0,0,0
0,0.044181,0.18966,0.31412,0.34052,0.10129,0.010237,0,0,0
0,0.035446,0.22495,0.37219,0.28971,0.074301,0.0034083,0,0,0
0,0.034978,0.20179,0.35964,0.36054,0.043049,0,0,0,0
0,0.035407,0.20191,0.36938,0.35598,0.036364,0.00095694,0,0,0
0,0.037624,0.15644,0.27723,0.48515,0.043564,0,0,0,0
0,0.044792,0.18618,0.30977,0.33243,0.11387,0.012952,0,0,0
0,0.035469,0.19222,0.30435,0.39817,0.069794,0,0,0,0
0,0.053996,0.20734,0.41037,0.3067,0.019438,0.0021598,0,0,0
0,0.025986,0.20968,0.34677,0.35753,0.05914,0.00089606,0,0,0
0.0246,0.071341,0.080873,0.127,0.20326,0.36747,0.12177,0.00369,0,0
0.029221,0.049587,0.076446,0.15437,0.2314,0.37751,0.081464,0,0,0
0.027802,0.05097,0.098755,0.16421,0.28207,0.33478,0.041413,0,0,0
0.029369,0.07559,0.083293,0.26336,0.47232,0.076071,0,0,0,0
0.033085,0.05918,0.078285,0.21855,0.43476,0.17614,0,0,0,0
0.15449,0.097111,0.074639,0.1565,0.28371,0.23315,0.00040128,0,0,0
0.087575,0.089301,0.089301,0.15315,0.25884,0.31838,0.0034513,0,0,0
0.076614,0.0726,0.092339,0.14252,0.24992,0.34359,0.022416,0,0,0
0.034057,0.058226,0.10052,0.18676,0.27465,0.29992,0.045043,0.00082395,0,0
0.030127,0.057875,0.093552,0.16993,0.25581,0.2981,0.093023,0.0015856,0,0
0.032848,0.056709,0.086768,0.14286,0.22002,0.282,0.17385,0.0049582,0,0
0.029608,0.069956,0.080406,0.12221,0.17591,0.35878,0.15762,0.0055152,0,0
0.033879,0.070386,0.082068,0.13785,0.19393,0.38756,0.09229,0.0020444,0,0
0.028563,0.053479,0.088119,0.15679,0.24066,0.28016,0.15041,0.0018232,0,0
0.022975,0.055018,0.096433,0.16203,0.2769,0.30895,0.077388,0.0003023,0,0
0.034621,0.064092,0.10014,0.17825,0.28956,0.301,0.032046,0.00028612,0,0
0.077308,0.079812,0.088576,0.15587,0.29296,0.28983,0.015649,0,0,0
0.15449,0.097111,0.074639,0.1565,0.28371,0.23315,0.00040128,0,0,0
0.033085,0.05918,0.078285,0.21855,0.43476,0.17614,0,0,0,0
0.02729,0.06383,0.072155,0.22803,0.50416,0.10453,0,0,0,0
0.026148,0.075247,0.077571,0.12406,0.17838,0.36403,0.14788,0.0066822,0,0
0.032773,0.066947,0.087675,0.12885,0.20532,0.38655,0.090476,0.0014006,0,0
0.024805,0.046823,0.063824,0.13935,0.23133,0.3587,0.13517,0,0,0
0.021947,0.047552,0.091446,0.1359,0.27659,0.36804,0.058244,0.00028137,0,0
0.036857,0.070058,0.089248,0.16327,0.28754,0.33049,0.02254,0,0,0
0.037677,0.076046,0.089181,0.21431,0.39959,0.1756,0.0076046,0,0,0
0.039435,0.085565,0.077009,0.23065,0.45461,0.10975,0.0029762,0,0,0
0.037859,0.078011,0.079924,0.15679,0.51472,0.13155,0.0011472,0,0,0
0.034124,0.07449,0.067832,0.14149,0.46983,0.20849,0.0037453,0,0,0
0.02704,0.066863,0.063913,0.17355,0.36185,0.30285,0.0039331,0,0,0
0.029323,0.053084,0.07179,0.23862,0.36299,0.24419,0,0,0,0
0.034626,0.084488,0.093259,0.26408,0.47969,0.04386,0,0,0,0
0.11473,0.092308,0.079121,0.16835,0.40396,0.14154,0,0,0,0
0.082544,0.086152,0.070365,0.17456,0.37167,0.2147,0,0,0,0
0.088347,0.09045,0.080774,0.15271,0.31552,0.26756,0.0046277,0,0,0
0.082038,0.078786,0.090712,0.12252,0.24901,0.36104,0.015902,0,0,0
